http://pt.wikipedia.org/wiki/Atletismo_nos_Jogos_Ol%C3%ADmpicos_de_Ver%C3%A3o_de_2012_-_Salto_triplo_masculino		Qualifica????o	4	#1	17.17 (-0.4)___16.82 (-0.5)___17.00 (+0.6)___X___16.67 (-1.0)___16.56 (-0.5)___16.86 (-1.2)___16.59 (-1.3)___16.14 (0.0)___X___X	X___17.17 (-0.4)	-7.5625	2
http://en.wikipedia.org/wiki/2007_UMass_Minutemen_football_team		Schedule	5	TV	TWCS___CN8___CN8___ESPN360______CN8_________CN8___ESPNU___ESPNU___ESPN GamePlan (NESN, MASN, TWCS, Cox Sports)"	"ESPN GamePlan (NESN, MASN, TWCS, Cox Sports)___TWCS"	-16.75	0
http://en.wikipedia.org/wiki/Phil_Vassar_discography		Videography	1	Video	""American Child""___""This Is God""___""I'll Take That as a Yes (The Hot Tub Song)""___""Good Ole Days""___""Last Day of My Life""___""This Is My Life""___""Bobbi with an I""___""Let's Get Together""___""Don't Miss Your Life"""	"I'll Take That as a Yes (The Hot Tub Song)___""American Child"""	-5.509803922	0
http://en.wikipedia.org/wiki/Helmut_Wick		Awards	2	Direct English translation	Hauptmann Wick shot down five fighters in aerial combat on the same day, hereby achieving his 41st aerial victory.___Major Wick achieved his 48th to 53rd aerial victory on the 6th and 7 November by the shooting down six enemy aircraft.___The Baron von Richthofen Fighter Wing under the leadership of Major Wick achieved its 500th aerial victory.___The Commodore of Fighter Wing Richhofen, Major Wick, failed to return from a combat operation after recording his 56th aerial victory. Major Wick, who was decorated with the Oak leaves to the Knight's Cross of the Iron Cross for his heroic actions and struggle for the future of the German people, will live on as an example to the German people and especially to the German youth."	"The Commodore of Fighter Wing Richhofen, Major Wick, failed to return from a combat operation after recording his 56th aerial victory. Major Wick, who was decorated with the Oak leaves to the Knight's Cross of the Iron Cross for his heroic actions and struggle for the future of the German people, will live on as an example to the German people and especially to the German youth.___The Baron von Richthofen Fighter Wing under the leadership of Major Wick achieved its 500th aerial victory."	-6.524752475	0
http://es.wikipedia.org/wiki/Poblaci%C3%B3n_de_Am%C3%A9rica_precolombina		Am??rica del Sur	1	Poblaci??n	15.000___3.000___35.000___10.000___50.000___25.000___92.000-113.000___20.000-26.000 6.000-8.000 6.000-8.000 8.000-10.000___31.000-35.000 12.000 3.000 8.000-10.000 8.000-10.000___35.000-44.000 6.000-8.000 8.000-10.000 3.000-4.000 3.000-4.000 5.000-6.000 10.000-12.000___6.000-8.000___230.000-251.000	31.000-35.000 12.000 3.000 8.000-10.000 8.000-10.000___15.000	-7.59862069	2
http://en.wikipedia.org/wiki/ESTREAM		Submissions	0	Cipher	HC-256 (HC-128, HC-256)___MICKEY (MICKEY 2.0, MICKEY-128 2.0)___Rabbit___Salsa20___SOSEMANUK___Trivium"	"MICKEY (MICKEY 2.0, MICKEY-128 2.0)___Rabbit"	-6.266782609	0
http://ar.wikipedia.org/wiki/%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A9:%D8%AF%D9%88%D8%A7%D9%84_%D8%A7%D9%84%D9%82%D9%88%D8%A7%D9%84%D8%A8		????????????	2	????????	{{#expr: 30 / 7}} = 4.2857142857143___{{#expr: 30 + 7}} = 37___{{#expr: 30 - 7}} = 23___{{#expr: 30 mod 7}} = 2___{{#expr: 30 / 7 round 7}} = 4.2857143___{{#expr: 30 = 7}} = 0___{{#expr: 30 <> 7}} = 1___{{#expr: 30 < 7}} = 0___{{#expr: 30 > 7}} = 1___{{#expr: 30 <= 7}} = 0___{{#expr: 30 >= 7}} = 1___{{#expr: 30 and 7}} = 1___{{#expr: 30 or 7}} = 1___{{#expr: not 7}} = 0___{{#expr: (30 + 7) * 7 }} = 259	{{#expr: (30 + 7) * 7 }} = 259___{{#expr: not 7}} = 0	-8.766525984	0
http://en.wikipedia.org/wiki/FedEx_Air_%26_Ground_NFL_Players_of_the_Week		2011 FedEx Air winners	4	Key statistics and notes	Stafford completed 23 of 39 passes for 294 yards, four touchdowns and one interception in the Lions' 48-3 win over the Chiefs.___Flacco completed 27 of 48 passes for 389 yards and three touchdowns in the Ravens' 37-7 victory over the Rams.___Rodgers completed 29 of 38 passes for 408 yards, four touchdowns and an interception in a 49-23 win over the Broncos.___Rodgers threw for 396 yards and two scores in the Packers' 25-14 victory over the Falcons.___Rodgers threw for 310 yards, three touchdowns and an interception in the Packers' 24-3 win over the Rams.___Rodgers completed 24 of 30 passes for 335 yards and three touchdowns in the Packers' 33-27 win over the Vikings.___Roethlisberger completed 36 of 50 passes for 365 yards, two touchdowns and one interception in the Steelers' 25-17 win over the Patriots.___Rodgers converted 80.8 percent of his pass attempts for 247 yards and four scores in the Packers' 45-38 win over the Chargers.___Romo completed 23 of 26 passes for 270 yards and 3 touchdowns in Cowboys' 44-7 win over the Bills.___Stafford completed 28 of 36 passes for 336 yards, 5 touchdowns and 2 interception in Lions' 49-35 win over the Panthers.___Brees completed 24 of 38 passes for 363 yards and four touchdowns in a 49-24 win over the Giants.___Rodgers completed 28 of 46 passes for 369 yards, 4 touchdowns and 1 interception in a 38-35 win over the Giants.___Ryan completed 22 of 38 passes for 320 yards and 4 touchdowns in a 31-23 win over the Panthers.___Brees completed 32 of 40 passes for 412 yards and five touchdowns in a 42-20 win over the Vikings.___Brees completed 23 of 39 passes for 307 yards, 4 touchdowns and 2 interceptions in a 45-16 win over the Falcons. During this game, Brees broke the all-time season yardage record by a quarterback, passing Dan Marino's previous mark.___Backup quarterback Matt Flynn completed 31 of 44 passes for Packers' record 480 yards and 6 touchdowns, and 1 interception."	"Brees completed 23 of 39 passes for 307 yards, 4 touchdowns and 2 interceptions in a 45-16 win over the Falcons. During this game, Brees broke the all-time season yardage record by a quarterback, passing Dan Marino's previous mark.___Rodgers threw for 396 yards and two scores in the Packers' 25-14 victory over the Falcons."	-7.035965473	0
http://fi.wikipedia.org/wiki/McLaren		McLarenin saavutukset Formula 1 -sarjassa	1	Runko/Moottori Renkaat	M4B M5A BRM V8 BRM V12 G___M5A M7A BRM V12 Ford Cosworth V8 G___M7A M7B M7C M9A Ford Cosworth V8 G___M7D M14A M14D Ford Cosworth V8 Alfa Romeo V8 G___M14A M19A Ford Cosworth V8 G___M19A M19C Ford Cosworth V8 G___M19A M19C M23 Ford Cosworth V8 G___M23 Ford Cosworth V8 G___M23 Ford Cosworth V8 G___M23 M26 Ford Cosworth V8 G___M23 M26 Ford Cosworth V8 G___M26 Ford Cosworth V8 G___M26 M28 M28B M28C M29 Ford Cosworth V8 G___M29B M29C M30 Ford Cosworth V8 G___M29C M29F MP4 Ford Cosworth V8 M___MP4B Ford Cosworth V8 M___MP4/1C MP4/1E Ford Cosworth V8 Ford Cosworth V8 TAG V6 T M___M___MP4/2B TAG V6 T G___MP4/2C TAG V6 T G___MP4/3 TAG V6 T G___MP4/4 Honda V6 T G___MP4/5 Honda V10 G___MP4/5B Honda V10 G___MP4/6 Honda V12 G___MP4/6B MP4/7A Honda V12 Honda V12 G___MP4/8 Ford V8 G___MP4/9 Peugeot V10 G___MP4/10 Mercedes V10 G___MP4/11 Mercedes V10 G___MP4/12 Mercedes V10 Mercedes V10 G___MP4/13 Mercedes V10 B___MP4/14 Mercedes V10 B___MP4/15 Mercedes V10 B___MP4-16 Mercedes V10 B___MP4-17 Mercedes V10 M___MP4-17D Mercedes V10 Mercedes V10 M___MP4-19 Mercedes V10 M___MP4-20 Mercedes V10 M___MP4-21 Mercedes V8 M___MP4-22 Mercedes V8 B___MP4-23 Mercedes V8 B___MP4-24 Mercedes V8 B___MP4-25 Mercedes V8 B___MP4-26 Mercedes V8 P___MP4-27 Mercedes V8 P___MP4-28 Mercedes V8 P	M___MP4/1C MP4/1E Ford Cosworth V8 Ford Cosworth V8 TAG V6 T M	-8.009489225	2
http://en.wikipedia.org/wiki/Got_To_Dance_%E2%80%93_Tylko_Taniec_(season_1)		Semi-finalists	1	Style	Hip-Hop/Krump/Popping___Folk Dances___Hip-Hop___Hip-Hop/Popping/Krump/Jackson Style___Hip-Hop/Popping___Polish National Dances___Contemporary/Jazz___High Heels___Hip-Hop/Krump___Ballroom latin___Hip-Hop___Breakdance___Samba	Breakdance___Hip-Hop/Popping/Krump/Jackson Style	-5.801956332	0
http://en.wikipedia.org/wiki/Outside_Society		Track listing	1	Title	""Free Money""___""Ain't It Strange""___""Pissing in a River""___""Because the Night""___""Rock n Roll Nigger""___""Dancing Barefoot""___""Frederick""___""So You Want to Be a Rock 'n' Roll Star""___""People Have the Power""___""Up There Down There""___""Beneath the Southern Cross""___""Summer Cannibals""___""1959""___""Glitter in Their Eyes""___""Lo and Beholden""___""Smells Like Teen Spirit""___""Trampin'"""	"So You Want to Be a Rock 'n' Roll Star___""1959"""	-13.47209497	0
http://en.wikipedia.org/wiki/Root_mean_square		RMS of common waveforms	0	Waveform	Sine wave___Square wave___DC Shifted Square wave___Modified square wave___Triangle wave___Sawtooth wave___Pulse train___Notes: t is time f is frequency a is amplitude (peak value) D is the duty cycle or the percent(%) spent high of the period (1/f) {r} is the fractional part of r"	Notes: t is time f is frequency a is amplitude (peak value) D is the duty cycle or the percent(%) spent high of the period (1/f) {r} is the fractional part of r___Sine wave	-11.30769231	0
http://fi.wikipedia.org/wiki/Noorduyn_C-64_Norseman		Tekniset tiedot	1	Arvo	15,7 m___3,0 m___1 Pratt & Whitney R-1340AN-1 (600 hv)___260 km/h___1 851 km___1 tai 2___5 181 m___1 929 kg___3 356 kg"	"1 Pratt & Whitney R-1340AN-1 (600 hv)___15,7 m"	-5.865642267	2
http://en.wikipedia.org/wiki/List_of_interplanetary_voyages		Completed flights	4	Flight duration	1459 days (3 yr, 11 mo, 29 d)___309 days (10 months, 5 days)___213 days (7 months, 1 day)___2452 days (6 yr, 8 mo, 17 d) 2649 days (Huygens) (7 years, 3 months)___287 days (9 months, 13 days)___335 days (11 months, 1 day)"	"2452 days (6 yr, 8 mo, 17 d) 2649 days (Huygens) (7 years, 3 months)___309 days (10 months, 5 days)"	-9.940740741	0
http://en.wikipedia.org/wiki/The_Perfect_Prescription		Track listing	1	Title	""Walkin' With Jesus""___""Ode to Street Hassle""___""Ecstasy Symphony/Transparent Radiation (Flashback)"" (""Transparent Radiation"" Barthelme, Cunningham, Thompson)___""Feel So Good""___""Things'll Never Be the Same""___""Come Down Easy""___""Call the Doctor"""	"Ecstasy Symphony/Transparent Radiation (Flashback) (""Transparent Radiation"" Barthelme, Cunningham, Thompson)___""Call the Doctor"""	-6.606794022	0
http://ja.wikipedia.org/wiki/%E3%82%A4%E3%83%83%E3%83%86%E3%83%AB%E3%83%93%E3%82%A6%E3%83%A0%E3%81%AE%E5%90%8C%E4%BD%8D%E4%BD%93		??€???	4	?????????	0.7(2) s___700# ms [>200 ns]___1.6(5) s___3.04(6) s___4.2(2) s___0.409(2) s___1.793(19) s___26.1(7) s___38.6(10) s___1.49(13) min___1.67(9) min___4.8(2) min___4.2(2) min___18.87(19) min___11.05(25) min___75.8(17) min___9.9(3) min___56.7(1) h___17.5(2) min___32.026(5) d___4.185(1) d___1.911(3) h___74(3) min___8.0(4) min___2.4(5) min___1# min	700# ms [>200 ns]___1# min	-6.380434783	0
http://de.wikipedia.org/wiki/Liste_von_Dateinamenserweiterungen/B			1	MIME-Typ	____________________________________________________________________________________________________________________________________________________________________________________application/mac-binary, application/macbinary, application/octet-stream, application/x-binary, application/x-macbinary,____________________________________________________________image/bmp____________image/bmp, image/x-windows-bmp___image/bmp, image/x-windows-bmp___image/bmp, image/x-windows-bmp______________________________application/book___application/book________________________________________________________________________________________________________________________________________________application/x-bzip___application/x-bzip2"	"application/mac-binary, application/macbinary, application/octet-stream, application/x-binary, application/x-macbinary,___image/bmp"	-5.886160714	0
http://en.m.wikipedia.org/wiki/Danny_Masterson	Film	FilmographyEdit	2	Role	Mikey___Karl___Danny___Dirt Merchant___Nightshade___credited as Daniel Masterson___Larry___Steve___Rooney___Jury Award Best Florida Comedy (shared with Dave Steck, Brett Halsey, Michael Cecchi, Julian Kheel)___Shane___Jerry Rubin___Post-production"	"Jury Award Best Florida Comedy (shared with Dave Steck, Brett Halsey, Michael Cecchi, Julian Kheel)___Mikey"	-8.192136499	0
http://fr.wikipedia.org/wiki/Routes_du_Nouveau-Brunswick		Routes Principales (0 ?? 99)	4	Position dans le Nouveau-Brunswick	Traverse toute la province, du nord-ouest au sud-est___Sud-Ouest___Sud-Ouest___centre-sud___centre___Centre-sud___Nord-est___sud-est___sud-est___Nord-Ouest___ouest"	"Traverse toute la province, du nord-ouest au sud-est___centre"	-7.133333333	0
http://it.wikipedia.org/wiki/Coppa_del_Mondo_di_cricket_1987		Fase a gironi	4	Risultato	NZL vince di tre runs___AUS vince di 96 runs___IND vince di 16 runs___IND vince di 8 wickets___AUS vince di tre runs Rinviata al 19 per pioggia, ridotta a 30 overs a testa per pioggia___IND vince di 56 runs___NZL vince di 4 wickets___IND vince di 7 wickets___AUS vince di 17 runs___AUS vince di 70 runs___IND vince di 9 wickets"	"AUS vince di tre runs Rinviata al 19 per pioggia, ridotta a 30 overs a testa per pioggia___IND vince di 8 wickets"	-19	0
http://de.wikipedia.org/wiki/Serie_A_1930/31		Teilnehmer	2	Stadion	Arena Civica___Stadio Littoriale___Stadium___Stadio Natale Palli___Stadio Marassi___Stadio di Corso Marsiglia___Stadio Rondinella (vom 1. bis zum 19. Spieltag) Stadio Nazionale del PNF (ab dem 21. Spieltag) Campo di Porta Romana, Foligno (am 29. Spieltag)___Stadio Carlo Pisacane Campo San Siro, Mailand (am 24. Spieltag)___Campo di Villa Chayes Stadio Monteoliveto, Pistoia (am 27.Spieltag)___Campo San Siro___Stadio Ex Velodromo___Stadio Partenopeo Campo di Piazza d'Armi, Salerno (am 30. Spieltag)___Stadio Carlo Speroni___Foro Boario___Campo Testaccio Stadio Viale Brin, Terni (am 30. Spieltag)___Stadio Filadelfia___Stadio Montebello"	"Stadio Rondinella (vom 1. bis zum 19. Spieltag) Stadio Nazionale del PNF (ab dem 21. Spieltag) Campo di Porta Romana, Foligno (am 29. Spieltag)___Stadium"	-7.641853316	0
http://en.wikipedia.org/wiki/Syrian_records_in_athletics		Outdoor	2	Athlete	Ghada Shouaa___Ghofrane Al-Mohamed___Hala el Moughrabi___Imane Mounir Al-Jallad___Imane Mounir Al-Jallad___Zeinab Bakour___Zeinab Bakour___Ghada Shouaa___Ghofrane Mohammad___Raya Fatima___Ghada Shouaa___Rihane Shiha___Ghada Shouaa___Fadoua Al-Boza___Ghada Shouaa___Lina Hazouri___Lisa Al-Saleh___Ghada Shouaa___Ghada Shouaa___Oroba Ammo___Rania Mohammad Othman___Syria Soumaya Youhanoun S. Awad A. Moughrabi Hiyam SalehYouhanoun, S. - Awad, S. - Moughrabi, A. - Saleh, H___Syria Ghofrane Al-Mohammad Fadwa Al-Boza H. Mashadani Munira Saleh"	Syria Ghofrane Al-Mohammad Fadwa Al-Boza H. Mashadani Munira Saleh___Ghada Shouaa	-11.73660714	0
http://fr.wikipedia.org/wiki/Bragging_rights_2010	Liste de toutes les rencontres programm??es lors de ce pay-per-view.	Matchs	1	Match	Daniel Bryan def. Dolph Ziggler___John Cena et David Otunga def. Cody Rhodes et Drew McIntyre (c)___Ted DiBiase (avec Maryse) def. Goldust (avec Aksana)___Layla (avec Michelle McCool) (c) def. Natalya___Kane (c) def. The Undertaker___Team SmackDown (Big Show [capitaine], Rey Mysterio, Jack Swagger, Alberto Del Rio, Edge, Tyler Reks et Kofi Kingston [avec Hornswoggle en mascotte]) def. Team Raw (The Miz [capitaine], R-Truth, John Morrison, Santino Marella, Sheamus, CM Punk et Ezekiel Jackson)___Wade Barrett (avec John Cena) def. Randy Orton (c) par disqualification"	"Team SmackDown (Big Show [capitaine], Rey Mysterio, Jack Swagger, Alberto Del Rio, Edge, Tyler Reks et Kofi Kingston [avec Hornswoggle en mascotte]) def. Team Raw (The Miz [capitaine], R-Truth, John Morrison, Santino Marella, Sheamus, CM Punk et Ezekiel Jackson)___Daniel Bryan def. Dolph Ziggler"	-6.179791813	0
http://en.wikipedia.org/wiki/List_of_QI_episodes		Series	4	Original airdate	16 September 2011 17 September 2011 (XL edition)___23 September 2011 24 September 2011 (XL edition)___30 September 2011 1 October 2011 (XL edition)___7 October 2011 8 October 2011 (XL edition)___14 October 2011 15 October 2011 (XL edition)___21 October 2011 22 October 2011 (XL edition)___28 October 2011 29 October 2011 (XL edition)___4 November 2011 5 November 2011 (XL edition)___11 November 2011 12 November 2011 (XL edition)___29 December 2011 19 November 2011 (XL edition)___25 November 2011 26 November 2011 (XL edition)___2 December 2011 3 December 2011 (XL edition)___16 December 2011___23 December 2011___29 December 2011 30 December 2011 (XL edition)___27 April 2012 19 May 2012 (XL edition)___4 May 2012 24 May 2012 (XL edition)	16 December 2011___7 October 2011 8 October 2011 (XL edition)	-10	0
http://en.wikipedia.org/wiki/Offshore_concrete_structure		Major offshore concrete structures	2	Operator	Atlantic Richfield___Mobil___Shell___Elf___Shell___Elf___Elf___Shell___Elf___Mobil___Petrobras___Petrobras___Petrobras___TAQA Bratani___Chevron___Shell___Mobil___Amoco Canada___Phillips___Texaco___Texaco___Mobil___Global Marine___Statoil___Statoil___Norsk Hydro]___Statoil___Hamilton Bros___Phillips___Elf Congo___Shell___Saga___Statoil___Shell___Conoco___BP___Shell___Conoco___Norsk Hydro___Esso___Esso___Ampolex___Mobil___Amerada Hess___Shell___Sakhalin Energy Investment Company Ltd. (SEIC)___Sakhalin Energy Investment Company Ltd. (SEIC)___ExxonMobil___MPU Heavy Lifter (MPU filed for bankruptcy before completion, it was thereafter demolished)"	Sakhalin Energy Investment Company Ltd. (SEIC)___BP	-6.630641822	2
http://nl.wikipedia.org/wiki/Bassie_%26_Adriaan:_Het_Geheim_van_de_Sleutel		Afleveringen	1	Titel	Het nieuwe nummer___Vakantieplannen___In het vliegtuig___Spanje___Het Spaanse restaurant (Verloren aflevering. Voor uitleg, zie kopje 'Verloren afleveringen')___Het uitstapje___Het auto-ongeluk___Het geheim van de sleutel___De ontvoering___Een sleutel als losgeld___De ontknoping"	"Het Spaanse restaurant (Verloren aflevering. Voor uitleg, zie kopje 'Verloren afleveringen')___Vakantieplannen"	-5.583333333	0
http://en.wikipedia.org/wiki/English_language		Geographical distribution	4	As an additional language	86,125,221 second language speakers. 38,993,066 third language speakers___88,690,000___>75,000,000___1,500,000___43,974,000___7,551,390___2,591,660______665,568"	"86,125,221 second language speakers. 38,993,066 third language speakers___665,568"	-7.843478261	2
http://en.wikipedia.org/wiki/Neon_Hitch		Discography	0	Title	""What's Urban""___""Take It Off (K$ N' Friends Version)""___""Get Over U""___""Fuck U Betta""___""Pink Fields"""	"Take It Off (K$ N' Friends Version)___""Pink Fields"""	-5.875	0
http://fi.wikipedia.org/wiki/Ego_Trippin%27		Kappalelista	4	Samplet	""Voyage to Atlantis"" - The Isley Brothers_____________________Cover of ""Cool"" - The Time______""Hollywood Knights"" - Brooklyn Dreams________________________""Make It Good"" - Prince Phillip Mitchell___""Celtic Rain"" - Mike Oldfield______""Down Rodeo"" - Rage Against The Machine, ""Shame on a Nigga"" - Ol' Dirty Bastard interpolation___""Ain't Nobody"" - Rufus & Chaka Khan"	"Down Rodeo - Rage Against The Machine, ""Shame on a Nigga"" - Ol' Dirty Bastard interpolation___""Hollywood Knights"" - Brooklyn Dreams"	-6.346246973	0
http://no.wikipedia.org/wiki/Richard		Utbredelse	3	Andel menn	___2 %_______________0,6 %___1 %_____________________0,5 %___0,4 %______ca. ca 0,5 % %________________________0,2 %_________0,002 %___0,09 %___0,1 %____________0,0006 %___0,0008 %_________0,002 %______"	"ca. ca 0,5 % %___2 %"	-6.44	2
http://en.wikipedia.org/wiki/Door_Door		Ports and expanded editions	0	Platform	Sharp MZ-2000___Fujitsu FM-7___NEC PC-6001___Fujitsu FM-77___MSX computers___Famicom___NTT DoCoMo FOMA 505i and 900i series of mobile phones	NTT DoCoMo FOMA 505i and 900i series of mobile phones___Famicom	-15.17826087	2
http://nl.wikipedia.org/wiki/Bloemenbuurt_(Almere)		Openbaar vervoer	1	Route	Station Buiten - Gooisekant___Station Centrum - Station Buiten - Station Oostvaarders - Station Parkwijk - Station Centrum___Schiphol-Oost - Molenbuurt___Amsterdam Holendrecht - Station Buiten	Station Centrum - Station Buiten - Station Oostvaarders - Station Parkwijk - Station Centrum___Station Buiten - Gooisekant	-6.369087838	0
http://en.wikipedia.org/wiki/Nine_Black_Poppies		Track listing	1	Title	""Going to Utrecht""___""Cheshire County""___""Chanson du Bon Chose""___""Pure Money""___""I Know You've Come to Take My Toys Away""___""Nine Black Poppies""___""Stars Fell on Alabama""___""Lonesome Surprise"" (Refrigerator)"	"I Know You've Come to Take My Toys Away___""Cheshire County"""	-5.562228024	0
